member_id,gender,visit_last_1mo,visit_last_2mo,visit_last_3mo,spending_last_1mo,spending_last_2mo,spending_last_3mo,age,monthly_income,marital_status,payment_channel,buy_groceries,buy_toiletries,buy_food,buy_electronic,buy_clothes,buy_home_appliances,recency_last_visit,response
992367,Female,7,1,3,321574,317601,285852,30,596700,Married,Cash,0,1,1,0,0,0,9,0
547273,Female,2,3,4,445968,443845,508446,28,2137300,Married,Debit Card,0,1,1,0,0,0,29,1
181245,Male,3,7,3,603980,614690,554823,48,3409600,Married,Credit Card,0,1,1,0,0,0,17,1
554984,Male,0,0,2,0,0,702035,26,6773500,Married,Cash,0,1,1,0,0,1,34,0
886263,Female,2,4,4,254513,238695,252100,37,9585700,Single,Debit Card,1,1,1,0,0,0,6,0
51959,Male,3,6,2,808537,850618,930715,34,4598000,Married,Cash,0,0,1,0,0,0,14,0
67198,Male,2,3,2,795698,742332,746650,27,4348200,Married,Cash,0,1,1,0,0,0,12,0
13313,Female,3,10,8,453723,482962,509637,25,5953000,Married,Debit Card,0,1,1,0,0,0,26,1
907286,Female,1,5,2,363044,332098,332900,34,3430800,Married,Cash,0,1,1,1,0,0,29,1
689627,Female,2,4,6,629039,635566,724752,36,2201400,Married,Cash,0,0,1,0,0,1,22,1
465098,Female,4,3,3,646913,742131,719444,28,3372800,Married,Cash,0,1,1,0,0,0,12,0
904528,Female,1,1,1,557562,532696,443953,25,4038800,Single,Credit Card,0,1,1,0,0,1,23,1
358591,Female,5,5,6,688633,703650,715860,32,8880800,Married,Credit Card,0,1,1,0,0,1,5,0
580660,Female,4,4,4,604981,501884,403505,29,3818600,Married,Debit Card,0,0,1,0,0,0,3,1
686009,Male,1,3,4,790545,870843,927283,25,2827300,Married,Cash,0,0,1,0,0,0,17,0
119891,Female,2,0,1,228328,0,261087,29,2790900,Married,Credit Card,0,1,1,0,0,0,16,0
436806,Female,3,2,0,218570,209223,0,26,3685700,Married,Cash,0,1,1,0,0,0,22,0
906619,Female,4,8,5,173869,182224,174460,21,8831200,Single,Cash,0,1,1,1,0,0,6,0
369901,Male,0,1,1,0,981963,941766,24,4875900,Single,Debit Card,1,1,1,0,0,0,44,0
659690,Female,3,5,10,379373,377470,391769,29,7009100,Married,Cash,0,1,1,0,0,0,12,1
439287,Female,3,3,3,159570,175172,185745,32,8771800,Married,Cash,0,1,1,0,0,0,15,0
320036,Female,1,3,3,562981,587821,598200,23,5416000,Married,Cash,1,1,1,0,0,1,5,1
806420,Female,2,5,4,455376,451663,514289,39,4877500,Married,Credit Card,1,0,0,0,0,1,21,1
114466,Male,1,1,4,302601,328866,318193,33,3964200,Married,Credit Card,0,1,1,1,0,0,27,0
642771,Female,1,3,3,479818,400097,371244,31,8341800,Married,Debit Card,0,1,1,0,0,0,27,1
349163,Female,2,3,4,165997,169824,156742,25,5872300,Single,Cash,0,0,1,0,0,0,27,0
163157,Female,5,5,5,460668,346992,375827,32,2149800,Married,Credit Card,0,1,1,0,0,1,18,1
105001,Female,4,4,4,649530,670789,711715,35,5272200,Married,Debit Card,0,1,1,0,0,0,6,1
818634,Female,2,1,1,567212,647143,615381,41,5683300,Married,Credit Card,1,1,1,0,0,0,7,1
886528,Female,1,5,3,152855,156763,121752,26,2022200,Single,Cash,0,0,1,0,1,0,28,0
117544,Female,2,4,1,213762,163928,182524,25,5717800,Married,Debit Card,0,0,1,0,0,0,17,0
977815,Female,3,7,4,201404,163604,218899,26,4226800,Married,Cash,0,1,1,0,1,0,0,0
144410,Male,3,6,7,621540,602837,527671,29,5421100,Single,Credit Card,0,1,1,0,1,0,19,1
888972,Female,4,9,4,499527,390302,414480,34,2883200,Single,Credit Card,0,1,1,0,0,0,12,1
307670,Male,1,2,1,594838,607932,639109,30,6946400,Married,Debit Card,0,1,0,0,0,0,9,1
967095,Female,2,3,5,382486,366081,401880,29,6534200,Single,Credit Card,0,1,0,0,0,0,27,1
555249,Female,3,2,1,234264,228975,228056,21,3439400,Married,Debit Card,0,1,1,0,1,0,0,0
403996,Male,3,7,8,259169,274729,282026,23,5612200,Single,Cash,0,1,1,0,0,0,5,0
43361,Male,5,6,4,337274,294011,314889,30,5664200,Single,Credit Card,0,1,1,0,0,0,3,0
580914,Male,2,4,2,589299,598686,556545,20,6088100,Single,Debit Card,0,0,0,1,0,0,10,1
633504,Male,2,4,4,105274,89275,73490,36,7001300,Married,Credit Card,0,1,1,1,0,0,16,0
504,Female,1,1,2,381033,339423,294611,29,5295100,Single,Cash,0,1,1,0,0,0,28,0
76978,Female,4,9,11,185728,165677,182260,24,6010900,Single,Credit Card,1,1,1,0,0,1,0,0
46130,Male,2,3,6,358100,378492,400294,23,4548800,Single,Cash,0,1,1,0,0,1,5,0
606038,Female,4,2,3,1824168,2012870,2058977,33,3100800,Married,Cash,0,1,1,0,0,0,27,0
64826,Female,2,4,3,242378,254748,251787,39,7295100,Married,Debit Card,0,1,1,0,0,0,5,0
568217,Female,1,0,2,504993,0,456450,34,3426900,Married,Cash,0,1,1,0,1,1,3,0
11176,Male,3,6,7,263508,260957,251768,38,9846800,Married,Cash,0,0,1,1,0,0,12,0
568193,Female,2,7,2,536177,463221,448411,40,9224400,Married,Credit Card,0,0,1,0,0,1,0,1
422339,Male,4,4,9,395216,425466,467024,27,6823100,Married,Credit Card,1,1,1,0,0,0,26,1
697028,Male,1,3,4,113660,112256,126224,33,5637300,Married,Credit Card,0,1,1,0,0,0,21,0
58013,Male,3,4,2,445044,414195,362340,23,3329600,Married,Debit Card,1,0,1,0,0,0,17,1
972058,Male,5,7,6,625236,554492,509533,30,4607700,Single,Cash,0,1,1,0,0,1,26,1
203340,Female,1,1,5,215678,212679,194527,33,9047000,Married,Cash,0,1,1,0,0,0,14,0
66201,Male,2,3,2,586102,672235,591755,33,4796200,Married,Credit Card,0,1,1,0,0,1,11,1
32725,Female,6,3,5,1567537,1749576,1629535,38,10016700,Married,Cash,0,0,1,0,0,1,27,0
727269,Male,2,2,2,648290,689614,729357,18,6720400,Single,Credit Card,0,0,1,0,1,0,15,0
580418,Female,3,3,3,362859,320531,291276,31,5464100,Married,Debit Card,0,0,1,0,0,1,25,0
286001,Female,2,3,2,610709,645202,645872,39,3777100,Single,Debit Card,1,1,1,0,0,0,14,0
441665,Female,2,5,5,558931,597338,558106,45,5396500,Married,Cash,0,0,1,1,1,1,13,1
873246,Female,3,4,5,387493,360774,263954,28,3646500,Married,Cash,0,1,1,0,0,0,7,0
405036,Male,3,6,6,219906,219999,231150,22,2685100,Married,Cash,0,1,1,0,1,0,14,0
299056,Male,2,3,6,321720,314990,354079,34,3209100,Married,Cash,0,1,1,0,0,0,14,0
442307,Female,4,10,7,374000,420694,400416,35,5935700,Married,Cash,0,1,1,0,0,0,20,1
531460,Female,2,3,2,954227,848775,779832,41,4494600,Married,Cash,0,1,1,0,0,0,12,0
813349,Male,3,5,3,425442,499339,481063,31,8185900,Married,Cash,0,0,1,0,0,0,9,1
39585,Male,5,2,2,322909,319290,321248,32,5061000,Single,Credit Card,0,1,1,0,0,0,18,0
458408,Female,1,0,2,176713,0,130764,24,4837900,Married,Credit Card,0,0,1,0,0,0,1,0
9605,Female,3,2,3,420865,354531,362516,37,7354900,Single,Debit Card,1,1,1,1,0,0,22,1
452016,Female,1,1,4,281611,300796,313208,26,7186800,Married,Cash,0,1,1,0,0,0,8,1
583606,Female,3,4,3,374393,428480,368906,24,6573400,Married,Cash,0,1,1,0,0,1,18,1
404886,Female,1,1,4,575082,554356,593716,30,4347500,Married,Credit Card,0,1,1,0,0,0,10,1
877762,Male,1,2,1,607331,621664,684149,33,3334000,Married,Cash,1,1,1,0,0,0,4,1
234795,Male,4,6,6,654366,651121,586350,23,3796800,Married,Credit Card,0,0,1,0,0,1,28,1
99840,Female,2,4,5,986242,1069053,1176071,24,5766100,Married,Cash,1,1,1,0,0,0,8,1
431259,Male,4,7,3,345633,331467,317043,20,5264500,Married,Credit Card,1,1,1,0,0,0,6,0
471681,Male,3,4,2,932049,850124,764101,45,3329200,Married,Cash,0,1,1,1,0,0,18,0
825107,Male,3,10,5,203457,230979,229664,20,5373700,Single,Credit Card,1,0,1,0,0,0,29,0
612841,Female,4,9,2,238474,208327,207720,28,6928400,Married,Debit Card,0,1,1,0,0,1,29,0
409529,Male,4,6,7,517855,496119,455641,35,4228000,Married,Credit Card,0,1,1,0,0,0,18,1
387385,Female,9,14,6,443556,363844,426684,29,4603400,Married,Cash,0,0,1,0,0,0,0,1
953705,Female,4,11,6,892498,938111,977556,35,6009300,Single,Credit Card,0,1,1,0,0,0,0,0
524808,Male,3,3,0,273159,246551,0,40,8663100,Married,Credit Card,0,1,1,0,0,0,8,0
313466,Male,4,6,3,273000,246646,251220,22,7100600,Married,Cash,0,1,1,0,0,0,4,0
643685,Female,2,3,3,289507,282814,279003,35,3000700,Married,Credit Card,0,1,1,0,0,1,9,0
163369,Female,1,1,0,463709,404361,0,27,2201600,Married,Cash,0,1,1,0,1,0,7,1
507926,Male,3,3,2,437524,509198,559625,22,4568900,Single,Credit Card,0,1,1,0,0,0,13,1
39639,Male,2,4,5,486386,426090,386234,50,6233800,Married,Cash,0,1,1,0,0,1,11,1
576425,Male,2,2,3,779808,745104,720610,28,6321700,Single,Cash,0,1,1,0,1,0,27,0
686019,Male,4,6,4,340611,373296,425181,28,2849900,Married,Debit Card,0,1,1,0,0,0,25,1
463179,Female,1,0,0,1019420,0,0,45,6431900,Married,Cash,0,0,1,0,0,1,21,0
160797,Female,3,9,7,666487,690916,684544,38,5881300,Married,Debit Card,1,1,1,0,0,0,28,1
233126,Male,3,8,10,288251,281873,271086,22,3528000,Single,Cash,1,1,1,0,0,0,24,0
235986,Male,5,11,4,369461,390667,315491,32,11605900,Single,Cash,0,1,1,1,0,0,18,1
505776,Female,3,2,2,115505,129185,131821,29,5880900,Married,Credit Card,0,0,1,0,0,0,23,0
111262,Female,5,6,1,122664,109791,119117,29,5809200,Married,Credit Card,0,0,1,0,0,1,19,0
218926,Female,3,3,4,222222,196429,184470,34,6465600,Married,Cash,0,1,1,0,0,1,20,0
668809,Female,2,3,4,430496,430225,402542,38,6305500,Married,Cash,0,0,1,0,0,0,0,1
610683,Female,1,3,4,311190,273751,257849,34,4292800,Married,Debit Card,1,1,0,0,0,1,5,0
987095,Male,5,8,6,447582,382648,391827,27,4658300,Married,Debit Card,0,0,0,0,0,0,1,1
742197,Male,4,4,1,182275,182734,177624,25,3414900,Married,Credit Card,0,1,1,0,0,0,7,0
22361,Male,2,2,0,105360,117511,0,31,7058600,Married,Debit Card,0,1,0,0,0,1,21,0
874432,Male,4,4,3,287885,339852,322272,32,9201500,Single,Cash,0,1,1,1,1,0,9,1
944298,Female,2,3,4,343844,349971,338675,24,6965900,Single,Cash,1,0,1,0,0,1,18,0
895398,Male,3,2,3,772531,808828,819171,30,4374200,Married,Debit Card,0,0,1,0,0,1,26,0
851282,Female,6,10,9,171057,137506,141137,29,5646800,Single,Cash,0,0,1,0,0,0,13,0
76580,Male,2,2,3,278504,275841,238430,27,4416100,Married,Cash,1,1,1,0,0,1,14,0
390931,Male,3,2,1,114008,109226,112136,27,4132700,Married,Credit Card,1,0,1,0,0,0,19,0
427414,Male,3,3,3,456382,434974,380571,27,7795400,Married,Cash,1,0,1,0,0,0,17,1
520807,Female,5,4,4,613802,659469,677034,37,5449900,Married,Cash,0,1,1,0,0,1,18,1
535877,Male,8,6,1,207920,219553,243944,32,7461500,Married,Debit Card,0,1,1,0,0,1,24,0
128049,Female,3,3,5,363136,390427,426481,24,4898000,Married,Credit Card,0,1,1,0,0,1,8,1
983225,Female,4,2,1,498026,495845,421089,25,2864400,Single,Cash,0,0,1,0,0,0,1,1
597805,Female,3,0,0,155283,0,0,24,2379800,Married,Cash,1,1,1,0,0,0,16,0
52050,Male,7,7,4,499915,469453,497129,22,4722800,Single,Cash,0,1,1,0,0,1,15,1
704581,Male,2,1,2,606550,594237,412893,29,5250200,Married,Credit Card,1,1,1,0,1,1,24,1
289227,Female,1,1,1,620263,669795,721575,26,8257100,Single,Debit Card,0,0,1,0,0,0,15,0
298844,Female,5,4,0,151389,154311,0,24,4769800,Married,Cash,0,1,0,0,0,0,28,0
253396,Male,6,1,1,1234583,1196952,1212806,23,6318100,Single,Credit Card,0,0,1,0,0,0,17,0
339582,Male,4,2,3,291633,296011,301268,20,4567300,Single,Debit Card,1,1,1,0,0,0,6,0
21118,Female,2,1,2,703798,661854,568346,27,8112000,Married,Credit Card,1,0,1,0,0,0,1,0
498198,Male,4,1,1,167100,196697,213319,28,6717600,Married,Cash,0,0,1,0,0,0,21,0
902065,Male,6,6,8,491375,550751,520662,24,9443400,Married,Debit Card,0,1,1,0,0,1,6,1
504431,Male,1,3,3,292190,296800,299311,27,2121700,Married,Cash,0,1,1,0,1,0,3,0
569332,Female,6,2,2,960908,1036817,1097824,29,1688100,Single,Debit Card,0,0,0,0,0,0,8,0
900963,Female,4,3,4,353292,457936,405228,30,4837900,Married,Cash,0,1,0,0,0,0,9,1
844116,Male,4,2,3,386528,403348,337810,34,4742100,Married,Cash,0,1,0,0,0,1,26,1
300411,Female,1,1,2,403108,411719,404981,28,3438600,Married,Debit Card,0,0,1,0,0,1,9,1
565992,Female,2,5,2,1085425,926186,1102282,40,3135000,Single,Cash,0,1,0,0,0,0,16,0
160103,Male,3,4,3,833911,926032,924342,27,3155800,Married,Credit Card,0,1,1,0,1,1,26,0
222746,Female,3,5,2,367263,338510,307368,25,8016000,Single,Credit Card,0,0,1,0,0,0,6,0
272302,Female,3,11,4,477347,547425,571653,25,4611500,Married,Cash,0,1,1,0,0,1,22,1
64612,Male,1,0,5,554852,0,552124,24,3993400,Married,Cash,1,1,1,0,0,0,25,0
155654,Female,2,0,6,538895,0,565151,24,3722000,Married,Debit Card,0,1,0,0,0,0,2,1
578903,Male,2,4,6,478945,501257,530996,28,8350700,Married,Credit Card,0,1,1,0,0,0,4,0
242197,Male,5,8,5,321990,347512,370769,29,5759300,Married,Credit Card,0,1,1,0,0,0,17,1
718588,Female,1,1,1,839152,735939,836062,32,3863100,Single,Debit Card,0,1,0,0,0,1,18,0
475595,Male,3,3,3,1430893,1339995,1625293,30,2589700,Married,Cash,0,1,1,0,0,0,26,0
422006,Male,1,0,1,221261,0,179199,32,7915200,Married,Credit Card,0,1,1,0,0,0,7,1
495971,Female,2,3,1,267133,297223,201979,32,6655000,Married,Credit Card,0,1,1,0,0,0,24,0
723734,Female,2,5,3,527146,546392,543891,29,5664600,Married,Debit Card,0,0,1,0,1,0,3,1
546533,Male,4,4,1,517547,546398,591698,37,2638600,Married,Debit Card,1,1,1,0,0,1,20,1
156434,Male,3,4,5,619337,555071,665819,35,7646300,Single,Cash,1,1,1,1,0,0,8,1
543092,Female,1,3,3,603296,592296,617560,30,7778000,Married,Cash,0,1,1,0,0,0,14,1
989993,Female,2,2,1,296008,313007,311187,26,5078500,Married,Cash,0,1,1,0,0,0,7,0
438408,Male,4,5,3,773653,738176,881267,37,3055600,Married,Debit Card,1,1,1,0,0,0,7,0
877434,Female,1,3,1,521422,592918,564500,38,6852400,Married,Credit Card,1,1,1,1,0,0,13,1
429102,Male,2,4,2,443049,545596,476477,37,3872600,Married,Cash,0,0,1,0,0,1,0,1
177401,Female,1,0,3,304090,0,284721,24,3335900,Married,Debit Card,0,1,1,0,1,1,7,0
300266,Female,3,4,5,859936,762458,706224,29,5033300,Single,Cash,0,1,1,0,0,0,1,0
510113,Female,4,6,8,510587,485330,516807,32,14088700,Married,Debit Card,0,1,0,0,0,0,14,1
954617,Female,3,2,5,363037,405627,413363,22,7743300,Married,Debit Card,0,1,1,1,0,0,5,1
138910,Male,3,1,4,1141657,1169927,1237265,31,4135900,Married,Cash,1,0,1,0,0,0,26,0
550754,Female,0,1,1,0,389815,452264,27,6731700,Single,Credit Card,0,1,1,0,1,1,50,1
556147,Male,8,4,3,230174,254480,258969,24,3294200,Single,Debit Card,0,1,1,0,0,0,4,0
496561,Male,3,1,3,380855,394101,462976,27,6169900,Married,Credit Card,0,1,1,0,0,1,4,1
445482,Female,4,1,0,599022,596225,0,27,3261300,Married,Credit Card,0,0,1,0,0,0,25,0
156485,Male,1,3,3,755918,585172,614069,27,4031900,Married,Debit Card,0,1,1,0,0,1,6,1
91190,Female,6,7,9,227322,260018,283143,31,7617800,Married,Cash,1,1,1,0,0,0,8,0
138640,Male,4,5,5,265792,249028,249236,26,9045900,Married,Cash,0,1,1,0,0,0,19,0
569076,Female,2,5,4,675271,779444,820822,26,4998800,Married,Credit Card,0,1,1,0,0,1,26,1
100863,Female,3,8,4,265821,252751,219669,28,5750100,Married,Cash,0,1,1,0,0,0,6,0
173849,Female,6,6,3,456084,495682,432601,28,3126000,Single,Cash,0,1,1,0,0,0,1,1
442527,Male,3,2,4,523948,584389,632663,25,4371800,Married,Cash,1,1,1,0,0,0,27,1
839649,Male,2,2,4,448461,493793,486930,33,7725700,Single,Cash,0,1,1,0,0,0,28,1
910184,Male,2,5,5,1095754,998404,873936,32,1753900,Married,Cash,0,0,1,0,0,1,25,0
868392,Male,3,6,4,358505,382191,325081,26,4109200,Single,Debit Card,0,1,1,0,0,0,14,1
531836,Male,4,4,2,421005,385484,429086,25,7077900,Married,Cash,0,1,1,0,0,0,14,1
